Emp ID,work life balance,job satisfaction,Environment satisfaction
58140,excellent,very high,Very Dissatisfied
58141,excellent,very high,Very Dissatisfied
58142,excellent,very high,Very Dissatisfied
58143,excellent,very high,satisfied
58144,good,high,satisfied
58145,excellent,very high,Very Dissatisfied
58146,fair,very high,Very Dissatisfied
58147,excellent,very high,High satisfied
58148,excellent,very high,satisfied
58149,excellent,Medium,Very Dissatisfied
58150,good,high,Very Dissatisfied
58151,fair,very high,Very Dissatisfied
58152,excellent,very high,Very Dissatisfied
58153,good,very high,satisfied
58154,fair,very high,Very Dissatisfied
58155,good,Medium,satisfied
58156,fair,very high,High satisfied
58157,excellent,Medium,satisfied
58158,excellent,very high,Very Dissatisfied
58159,good,very high,Very Dissatisfied
58160,good,Medium,Very Dissatisfied
58161,excellent,very high,High satisfied
58162,excellent,very high,High satisfied
58163,good,high,Very Dissatisfied
58164,good,very high,satisfied
58165,excellent,very high,High satisfied
58166,excellent,very high,Very Dissatisfied
58167,fair,high,satisfied
58168,fair,very high,satisfied
58169,excellent,very high,High satisfied
58170,excellent,high,High satisfied
58171,good,very high,Very Dissatisfied
58172,good,very high,satisfied
58173,excellent,very high,Very Dissatisfied
58174,fair,very high,Extremely Satisfied
58175,excellent,very high,Very Dissatisfied
58176,excellent,very high,satisfied
58177,excellent,very high,Very Dissatisfied
58178,excellent,very high,satisfied
58179,excellent,Medium,Very Dissatisfied
58180,excellent,very high,Very Dissatisfied
58181,excellent,Medium,Very Dissatisfied
58182,excellent,Medium,satisfied
58183,excellent,high,Very Dissatisfied
58184,fair,very high,Very Dissatisfied
58185,excellent,very high,Very Dissatisfied
58186,fair,very high,Very Dissatisfied
58187,good,Medium,Very Dissatisfied
58188,good,very high,High satisfied
58189,fair,Medium,High satisfied
58190,excellent,very high,satisfied
58191,fair,high,High satisfied
58192,excellent,very high,High satisfied
58193,excellent,very high,High satisfied
58194,excellent,very high,Very Dissatisfied
58195,excellent,very high,Very Dissatisfied
58196,excellent,very high,Very Dissatisfied
58197,excellent,very high,satisfied
58198,excellent,very high,Very Dissatisfied
58199,good,very high,High satisfied
58200,good,Medium,satisfied
58201,excellent,Medium,Very Dissatisfied
58202,good,very high,Very Dissatisfied
58203,excellent,very high,satisfied
58204,good,very high,satisfied
58205,excellent,very high,Very Dissatisfied
58206,good,very high,Very Dissatisfied
58207,excellent,very high,satisfied
58208,fair,high,Very Dissatisfied
58209,good,very high,High satisfied
58210,good,very high,High satisfied
58211,excellent,high,Very Dissatisfied
58212,fair,very high,High satisfied
58213,excellent,very high,Very Dissatisfied
58214,excellent,high,satisfied
58215,excellent,very high,High satisfied
58216,fair,very high,High satisfied
58217,excellent,very high,satisfied
58218,excellent,very high,High satisfied
58219,fair,very high,satisfied
58220,excellent,very high,Very Dissatisfied
58221,good,Medium,High satisfied
58222,excellent,very high,Very Dissatisfied
58223,excellent,very high,Very Dissatisfied
58224,fair,very high,satisfied
58225,excellent,very high,Very Dissatisfied
58226,excellent,very high,Very Dissatisfied
58227,excellent,high,Very Dissatisfied
58228,good,very high,Extremely Satisfied
58229,good,Medium,High satisfied
58230,good,very high,High satisfied
58231,excellent,very high,Very Dissatisfied
58232,excellent,very high,Very Dissatisfied
58233,good,very high,Very Dissatisfied
58234,excellent,very high,satisfied
58235,good,Medium,satisfied
58236,excellent,high,High satisfied
58237,excellent,very high,High satisfied
58238,good,high,Extremely Satisfied
58239,good,very high,satisfied
58240,excellent,very high,Very Dissatisfied
58241,good,very high,satisfied
58242,fair,very high,satisfied
58243,excellent,very high,High satisfied
58244,good,very high,satisfied
58245,good,very high,satisfied
58246,excellent,very high,Very Dissatisfied
58247,excellent,Medium,High satisfied
58248,good,very high,Very Dissatisfied
58249,good,Medium,High satisfied
58250,excellent,very high,Very Dissatisfied
58251,good,very high,High satisfied
58252,fair,very high,satisfied
58253,fair,very high,Extremely Satisfied
58254,excellent,high,Very Dissatisfied
58255,excellent,Medium,Very Dissatisfied
58256,good,high,High satisfied
58257,excellent,very high,satisfied
58258,excellent,high,High satisfied
58259,fair,very high,satisfied
58260,excellent,very high,satisfied
58261,good,very high,High satisfied
58262,good,very high,Very Dissatisfied
58263,excellent,high,satisfied
58264,good,high,High satisfied
58265,fair,very high,Very Dissatisfied
58266,excellent,high,Very Dissatisfied
58267,fair,very high,High satisfied
58268,fair,very high,Very Dissatisfied
58269,excellent,high,Very Dissatisfied
58270,good,high,Very Dissatisfied
58271,excellent,very high,Very Dissatisfied
58272,good,high,satisfied
58273,excellent,Medium,Very Dissatisfied
58274,excellent,high,High satisfied
58275,good,high,Very Dissatisfied
58276,fair,very high,High satisfied
58277,excellent,very high,Very Dissatisfied
58278,excellent,high,High satisfied
58279,good,very high,Very Dissatisfied
58280,good,high,High satisfied
58281,fair,high,satisfied
58282,excellent,very high,Extremely Satisfied
58283,excellent,very high,Very Dissatisfied
58284,good,very high,satisfied
58285,fair,very high,satisfied
58286,good,Medium,High satisfied
58287,excellent,high,satisfied
58288,good,very high,Very Dissatisfied
58289,excellent,very high,satisfied
58290,good,Medium,Very Dissatisfied
58291,fair,very high,High satisfied
58292,excellent,high,satisfied
58293,excellent,very high,satisfied
58294,good,high,Very Dissatisfied
58295,excellent,Medium,satisfied
58296,fair,very high,Very Dissatisfied
58297,good,very high,High satisfied
58298,excellent,Medium,Very Dissatisfied
58299,excellent,very high,High satisfied
58300,good,very high,Very Dissatisfied
58301,excellent,very high,satisfied
58302,excellent,very high,High satisfied
58303,good,Medium,High satisfied
58304,good,very high,High satisfied
58305,fair,very high,Very Dissatisfied
58306,fair,very high,satisfied
58307,excellent,high,Very Dissatisfied
58308,excellent,high,Very Dissatisfied
58309,fair,very high,Very Dissatisfied
58310,excellent,Medium,High satisfied
58311,excellent,very high,Very Dissatisfied
58312,excellent,very high,satisfied
58313,excellent,very high,satisfied
58314,fair,very high,Very Dissatisfied
58315,fair,very high,High satisfied
58316,excellent,very high,satisfied
58317,good,very high,satisfied
58318,good,very high,satisfied
58319,fair,very high,satisfied
58320,excellent,high,satisfied
58321,good,high,Very Dissatisfied
58322,excellent,very high,High satisfied
58323,excellent,very high,High satisfied
58324,good,high,Very Dissatisfied
58325,good,very high,Very Dissatisfied
58326,excellent,high,satisfied
58327,good,very high,High satisfied
58328,excellent,high,satisfied
58329,good,very high,Very Dissatisfied
58330,excellent,very high,High satisfied
58331,good,very high,Very Dissatisfied
58332,excellent,Medium,High satisfied
58333,excellent,very high,satisfied
58334,excellent,very high,High satisfied
58335,fair,very high,satisfied
58336,good,Medium,Very Dissatisfied
58337,excellent,high,satisfied
58338,excellent,very high,Very Dissatisfied
58339,good,very high,High satisfied
58340,good,Medium,satisfied
58341,good,very high,satisfied
58342,excellent,very high,satisfied
58343,good,very high,Very Dissatisfied
58344,fair,very high,High satisfied
58345,excellent,very high,Very Dissatisfied
58346,fair,very high,Very Dissatisfied
58347,good,very high,Very Dissatisfied
58348,excellent,very high,High satisfied
58349,excellent,high,Very Dissatisfied
58350,good,high,satisfied
58351,fair,high,Very Dissatisfied
58352,good,very high,High satisfied
58353,fair,very high,Very Dissatisfied
58354,good,high,Very Dissatisfied
58355,excellent,very high,Very Dissatisfied
58356,fair,very high,satisfied
58357,excellent,Medium,satisfied
58358,excellent,Medium,Very Dissatisfied
58359,excellent,very high,satisfied
58360,excellent,very high,Very Dissatisfied
58361,fair,very high,High satisfied
58362,excellent,Medium,Very Dissatisfied
58363,good,very high,High satisfied
58364,excellent,Medium,Extremely Satisfied
58365,excellent,very high,Very Dissatisfied
58366,excellent,high,Very Dissatisfied
58367,fair,very high,satisfied
58368,good,Medium,Very Dissatisfied
58369,excellent,very high,Very Dissatisfied
58370,excellent,very high,Very Dissatisfied
58371,excellent,high,High satisfied
58372,excellent,very high,High satisfied
58373,excellent,very high,Very Dissatisfied
58374,excellent,very high,High satisfied
58375,excellent,very high,Very Dissatisfied
58376,good,very high,Very Dissatisfied
58377,excellent,very high,High satisfied
58378,excellent,very high,Very Dissatisfied
58379,excellent,very high,Very Dissatisfied
58380,good,very high,Very Dissatisfied
58381,fair,very high,Very Dissatisfied
58382,good,Medium,Extremely Satisfied
58383,excellent,very high,Very Dissatisfied
58384,good,very high,Very Dissatisfied
58385,excellent,very high,satisfied
58386,fair,Medium,Very Dissatisfied
58387,fair,Medium,High satisfied
58388,fair,very high,Very Dissatisfied
58389,excellent,very high,Extremely Satisfied
58390,excellent,Medium,satisfied
58391,excellent,very high,satisfied
58392,good,very high,Very Dissatisfied
58393,good,high,High satisfied
58394,good,very high,satisfied
58395,good,very high,Very Dissatisfied
58396,fair,very high,High satisfied
58397,excellent,very high,Very Dissatisfied
58398,excellent,very high,satisfied
58399,good,high,Very Dissatisfied
58400,fair,very high,Very Dissatisfied
58401,good,very high,Very Dissatisfied
58402,excellent,very high,satisfied
58403,excellent,high,High satisfied
58404,excellent,high,satisfied
58405,excellent,very high,Very Dissatisfied
58406,excellent,Medium,Very Dissatisfied
58407,excellent,very high,satisfied
58408,excellent,very high,Very Dissatisfied
58409,good,Medium,Very Dissatisfied
58410,excellent,very high,Very Dissatisfied
58411,good,high,Very Dissatisfied
58412,excellent,high,Very Dissatisfied
58413,good,very high,satisfied
58414,fair,high,High satisfied
58415,excellent,very high,satisfied
58416,good,very high,Very Dissatisfied
58417,excellent,very high,Very Dissatisfied
58418,fair,high,Very Dissatisfied
58419,fair,very high,satisfied
58420,excellent,high,High satisfied
58421,good,very high,Very Dissatisfied
58422,excellent,high,High satisfied
58423,fair,very high,Very Dissatisfied
58424,fair,very high,satisfied
58425,excellent,high,Extremely Satisfied
58426,good,Medium,satisfied
58427,excellent,very high,Very Dissatisfied
58428,excellent,very high,satisfied
58429,excellent,high,Very Dissatisfied
58430,excellent,high,Very Dissatisfied
58431,excellent,high,Very Dissatisfied
58432,good,very high,satisfied
58433,good,high,satisfied
58434,excellent,very high,Extremely Satisfied
58435,excellent,very high,satisfied
58436,excellent,high,Very Dissatisfied
58437,fair,very high,satisfied
58438,excellent,high,Very Dissatisfied
58439,excellent,very high,Very Dissatisfied
58440,excellent,very high,satisfied
58441,excellent,Medium,satisfied
58442,good,very high,satisfied
58443,excellent,high,Very Dissatisfied
58444,good,very high,Very Dissatisfied
58445,good,very high,Very Dissatisfied
58446,excellent,high,Very Dissatisfied
58447,good,very high,Very Dissatisfied
58448,good,high,Very Dissatisfied
58449,excellent,high,High satisfied
58450,excellent,very high,Very Dissatisfied
58451,good,very high,Very Dissatisfied
58452,excellent,very high,High satisfied
58453,excellent,very high,satisfied
58454,good,high,satisfied
58455,good,high,satisfied
58456,fair,very high,satisfied
58457,excellent,very high,satisfied
58458,excellent,very high,satisfied
58459,good,Medium,satisfied
58460,excellent,very high,High satisfied
58461,excellent,very high,Very Dissatisfied
58462,excellent,very high,High satisfied
58463,excellent,high,satisfied
58464,excellent,very high,Very Dissatisfied
58465,excellent,Medium,High satisfied
58466,good,very high,High satisfied
58467,excellent,very high,High satisfied
58468,good,high,Very Dissatisfied
58469,excellent,very high,satisfied
58470,excellent,high,satisfied
58471,excellent,very high,Very Dissatisfied
58472,good,very high,Very Dissatisfied
58473,excellent,very high,Very Dissatisfied
58474,good,Medium,Very Dissatisfied
58475,good,very high,Very Dissatisfied
58476,excellent,Medium,satisfied
58477,excellent,very high,satisfied
58478,excellent,very high,High satisfied
