Emp ID,PerformanceRating,job involvement,
70377,Average,moderate involvement,
70378,Average,low involvement,
70379,Average,low involvement,
70380,low,low involvement,
70381,below average,low involvement,
70382,high,low involvement,
70383,Average,low involvement,
70384,Average,low involvement,
70385,below average,high involvement,
70386,high,low involvement,
70387,Average,low involvement,
70388,high,low involvement,
70389,Average,low involvement,
70390,below average,moderate involvement,
70391,below average,low involvement,
70392,Average,high involvement,
70393,Average,low involvement,
70394,high,low involvement,
70395,high,low involvement,
70396,below average,low involvement,
70397,Average,low involvement,
70398,high,low involvement,
70399,Average,low involvement,
70400,below average,low involvement,
70401,Average,low involvement,
70402,below average,low involvement,
70403,below average,low involvement,
70404,high,low involvement,
70405,Average,low involvement,
70406,Average,moderate involvement,
70407,Average,low involvement,
70408,high,moderate involvement,
70409,high,low involvement,
70410,low,low involvement,
70411,low,low involvement,
70412,high,low involvement,
70413,low,low involvement,
70414,below average,low involvement,
70415,Average,moderate involvement,
70416,high,low involvement,
70417,Average,low involvement,
70418,Average,moderate involvement,
70419,Average,moderate involvement,
70420,high,moderate involvement,
70421,Average,low involvement,
70422,Average,low involvement,
70423,Average,low involvement,
70424,high,low involvement,
70425,Average,low involvement,
70426,Average,low involvement,
70427,below average,low involvement,
70428,Average,moderate involvement,
70429,Average,low involvement,
70430,Average,low involvement,
70431,Average,low involvement,
70432,high,low involvement,
70433,Average,moderate involvement,
70434,Average,low involvement,
70435,Average,low involvement,
70436,Average,low involvement,
70437,Average,low involvement,
70438,high,low involvement,
70439,Average,low involvement,
70440,high,low involvement,
70441,high,low involvement,
70442,high,low involvement,
70443,high,low involvement,
70444,Average,high involvement,
70445,Average,moderate involvement,
70446,Average,low involvement,
70447,Average,low involvement,
70448,Average,low involvement,
70449,Average,low involvement,
70450,Average,moderate involvement,
70451,Average,high involvement,
70452,Average,low involvement,
70453,high,low involvement,
70454,Average,low involvement,
70455,Average,low involvement,
70456,Average,low involvement,
70457,below average,low involvement,
70458,Average,high involvement,
70459,low,low involvement,
70460,Average,very high involvement,
70461,Average,low involvement,
70462,Average,moderate involvement,
70463,Average,low involvement,
70464,Average,low involvement,
70465,high,low involvement,
70466,Average,low involvement,
70467,low,low involvement,
70468,high,low involvement,
70469,below average,low involvement,
70470,high,low involvement,
70471,Average,low involvement,
70472,high,low involvement,
70473,high,low involvement,
70474,Average,low involvement,
70475,Average,moderate involvement,
70476,below average,very high involvement,
70477,Average,low involvement,
70478,high,low involvement,
70479,Average,low involvement,
70480,Average,low involvement,
70481,Average,low involvement,
70482,Average,low involvement,
70483,low,moderate involvement,
70484,high,low involvement,
70485,Average,low involvement,
70486,Average,low involvement,
70487,Average,low involvement,
70488,below average,low involvement,
70489,Average,low involvement,
70490,low,low involvement,
70491,Average,low involvement,
70492,below average,low involvement,
70493,Average,low involvement,
70494,Average,low involvement,
70495,Average,low involvement,
70496,high,low involvement,
70497,Average,low involvement,
70498,Average,low involvement,
70499,below average,low involvement,
70500,high,moderate involvement,
70501,Average,low involvement,
70502,Average,moderate involvement,
70503,high,low involvement,
70504,high,low involvement,
70505,Average,moderate involvement,
70506,Average,low involvement,
70507,Average,low involvement,
70508,Average,high involvement,
70509,Average,low involvement,
70510,Average,low involvement,
70511,high,low involvement,
70512,Average,low involvement,
70513,Average,low involvement,
70514,Average,low involvement,
70515,below average,low involvement,
70516,Average,low involvement,
70517,Average,low involvement,
70518,Average,low involvement,
70519,low,low involvement,
70520,Average,high involvement,
70521,below average,low involvement,
70522,high,low involvement,
70523,Average,moderate involvement,
70524,below average,low involvement,
70525,high,low involvement,
70526,Average,low involvement,
70527,Average,low involvement,
70528,high,low involvement,
70529,Average,low involvement,
70530,Average,low involvement,
70531,Average,low involvement,
70532,Average,low involvement,
70533,high,low involvement,
70534,high,low involvement,
70535,high,moderate involvement,
70536,Average,low involvement,
70537,low,low involvement,
70538,Average,moderate involvement,
70539,Average,low involvement,
70540,Average,moderate involvement,
70541,Average,low involvement,
70542,Average,low involvement,
70543,Average,low involvement,
70544,low,low involvement,
70545,Average,low involvement,
70546,below average,low involvement,
70547,Average,low involvement,
70548,Average,low involvement,
70549,Average,moderate involvement,
70550,below average,moderate involvement,
70551,below average,low involvement,
70552,Average,low involvement,
70553,Average,low involvement,
70554,Average,low involvement,
70555,low,low involvement,
70556,Average,moderate involvement,
70557,Average,low involvement,
70558,high,low involvement,
70559,Average,low involvement,
70560,high,low involvement,
70561,Average,low involvement,
70562,below average,low involvement,
70563,below average,low involvement,
70564,Average,low involvement,
70565,Average,moderate involvement,
70566,Average,moderate involvement,
70567,Average,low involvement,
70568,Average,moderate involvement,
70569,Average,moderate involvement,
70570,high,low involvement,
70571,Average,moderate involvement,
70572,Average,moderate involvement,
70573,high,low involvement,
70574,below average,moderate involvement,
70575,Average,low involvement,
70576,Average,low involvement,
70577,Average,moderate involvement,
70578,Average,low involvement,
70579,Average,moderate involvement,
70580,below average,low involvement,
70581,high,low involvement,
